Id,Listing_URL,Name,Property_Type,Room_Type,Min_Nights,Max_Nights,Cancellation_Policy,Accomodates,Total_Bedrooms,Total_Beds,Availability_365,Price,Security_Deposit,Cleaning_fee,Guests_Included,Number_of_Reviews,Review_Scores,Amenities,Host_Id,Host_Name,Country,Longitude,Latitude,Is_location_exact
21761990,https://www.airbnb.com/rooms/21761990,Guest House 4U - Povoa : beach and  Family 8 PAX,Apartment,Entire home/apt,4,60,strict_14_with_grace_period,8,3,5,92,90,350,49,6,0,95.0,"TV, Cable TV, Internet, Wifi, Kitchen, Free street parking, Heating, Family/kid friendly, Washer, Smoke detector, First aid kit, Safety card, Fire extinguisher, Essentials, Shampoo, Hangers, Hair dryer, Iron, Laptop friendly workspace, Babysitter recommendations, Pack ’n Play/travel crib, Room-darkening shades, Hot water, Bed linens, Extra pillows and blankets, Microwave, Coffee maker, Refrigerator, Dishes and silverware, Cooking basics, Oven, Stove, Long term stays allowed, Host greets you, Beachfront",5639436,Isa,Portugal,-8.75491,41.37744,True
21865942,https://www.airbnb.com/rooms/21865942,The Contemporain 1BR near Concordia!,Serviced apartment,Entire home/apt,30,1125,moderate,2,1,1,355,75,300,75,1,0,95.0,"TV, Internet, Wifi, Air conditioning, Kitchen, Elevator, Heating, Washer, Dryer, Smoke detector, Carbon monoxide detector, Essentials, Shampoo, Hangers, Hair dryer, Iron, Laptop friendly workspace, Self check-in, Keypad, High chair, Hot water, Microwave, Coffee maker, Refrigerator, Dishwasher, Dishes and silverware, Cooking basics, Oven, Stove, Luggage dropoff allowed, Long term stays allowed, Paid parking on premises",38459934,Alejandro,Canada,-73.57712,45.49131,True
21786064,https://www.airbnb.com/rooms/21786064,Chambre à proximité du métro Parc,Apartment,Private room,5,40,flexible,2,1,1,0,20,0,0,1,1,100.0,"Wifi, Kitchen, Smoking allowed, Heating, Washer, Dryer, Laptop friendly workspace",13117148,Yeimy,Canada,-73.62968,45.52952,True
21842463,https://www.airbnb.com/rooms/21842463,★BABU HOUSE★ Nova Suite Sleeps 4 ★Taksim★,Aparthotel,Private room,1,30,strict_14_with_grace_period,4,1,3,292,211,0,0,2,0,95.0,"TV, Wifi, Air conditioning, Kitchen, Heating, Family/kid friendly, Washer, Dryer, Smoke detector, First aid kit, Fire extinguisher, Essentials, Shampoo, Lock on bedroom door, Hangers, Hair dryer, Iron, Laptop friendly workspace, Private living room, Private entrance, Hot water, Bed linens",21792167,Madlen,Turkey,28.97784,41.03702,True
21795489,https://www.airbnb.com/rooms/21795489,Apartamento ao Sol JORVAJOR,Apartment,Entire home/apt,1,7,flexible,5,2,2,0,31,81,0,2,21,98.0,"TV, Wifi, Kitchen, Free street parking, Family/kid friendly, Washer, First aid kit, Fire extinguisher, Essentials, Lock on bedroom door, Hangers, Iron, Hot water, Microwave, Dishwasher, Dishes and silverware, Cooking basics, Oven, Stove, Luggage dropoff allowed, Host greets you",155218669,Lara,Portugal,-8.6102,41.11905,False
21851474,https://www.airbnb.com/rooms/21851474,Architecturally designed studio,Guesthouse,Entire home/apt,2,1125,moderate,2,0,1,155,139,0,60,2,50,97.0,"TV, Wifi, Air conditioning, Kitchen, Free street parking, Heating, Washer, Smoke detector, Carbon monoxide detector, Essentials, Shampoo, Lock on bedroom door, Hangers, Hair dryer, Iron, Laptop friendly workspace, Self check-in, Keypad, Private entrance, Hot water, Bed linens, Extra pillows and blankets, Refrigerator, Dishes and silverware, Cooking basics, Oven, Stove, Patio or balcony, Luggage dropoff allowed, Long term stays allowed",159377949,Kristin,Australia,151.20798,-33.89819,False
21836642,https://www.airbnb.com/rooms/21836642,"CARNAVAL no Rio, Em Clima de Montanha, na Gávea!!",Apartment,Entire home/apt,3,10,moderate,6,2,2,365,201,380,100,1,3,93.0,"TV, Wifi, Air conditioning, Kitchen, Free street parking, Family/kid friendly, Washer, First aid kit, Essentials, Shampoo, Lock on bedroom door, Hangers, Hair dryer, Iron, Laptop friendly workspace, Private living room, Private entrance, Bathtub, Children’s books and toys, Hot water, Garden or backyard, Luggage dropoff allowed, Long term stays allowed, Host greets you",6273282,Constância,Brazil,-43.23529129295523,-22.979171475150135,False
21815026,https://www.airbnb.com/rooms/21815026,Fully furnished 2 bedroom apartment waterloo,Apartment,Entire home/apt,2,1125,flexible,4,2,3,0,119,200,0,1,2,100.0,"TV, Cable TV, Wifi, Air conditioning, Pool, Kitchen, Free parking on premises, Gym, Elevator, Hot tub, Heating, Washer, Dryer, Smoke detector, Fire extinguisher, Essentials, Iron, Laptop friendly workspace, Private living room, Hot water, Extra pillows and blankets, Microwave, Refrigerator, Dishwasher, Dishes and silverware, Cooking basics, Oven, Stove, BBQ grill, Patio or balcony, Wide hallway clearance, Wide doorway, Flat path to front door, Well-lit path to entrance, Step-free access, Wide doorway, Wide clearance to bed, Step-free access",70989040,Jordan,Australia,151.21345,-33.90017,False
21865684,https://www.airbnb.com/rooms/21865684,Le Bed & Cocktail: Discover Montreal like a local,Hostel,Shared room,1,160,moderate,12,1,12,166,39,500,0,1,18,98.0,"Internet, Wifi, Air conditioning, Kitchen, Breakfast, Free street parking, Heating, Washer, Dryer, Smoke detector, First aid kit, Safety card, Fire extinguisher, Essentials, Shampoo, Hangers, Hair dryer, Iron, Laptop friendly workspace, Self check-in, Keypad, Hot water",144956924,Le Bed & Cocktail,Canada,-73.57165,45.53446,True
21807569,https://www.airbnb.com/rooms/21807569,Moderno Apartamento com Vista,Apartment,Entire home/apt,1,1125,flexible,6,2,4,358,145,0,0,1,0,95.0,"TV, Wifi, Kitchen, Breakfast, Heating, Family/kid friendly, First aid kit, Safety card, Fire extinguisher, Essentials, Lock on bedroom door, Hangers, Hair dryer, Laptop friendly workspace",93594275,Five Seven Nine,Portugal,-8.63163,41.1577,True
21762139,https://www.airbnb.com/rooms/21762139,Liiiving in Porto | Santa Catarina Luxury Apt. I,Apartment,Entire home/apt,3,1125,moderate,8,4,4,323,220,200,50,6,13,97.0,"TV, Cable TV, Internet, Wifi, Kitchen, Paid parking off premises, Family/kid friendly, First aid kit, Safety card, Fire extinguisher, Essentials, Shampoo, Lock on bedroom door, Hangers, Hair dryer, Iron, Laptop friendly workspace, Hot water, Microwave, Coffee maker, Refrigerator, Dishwasher, Dishes and silverware, Stove, Patio or balcony, Long term stays allowed, Host greets you",30907275,Liiiving,Portugal,-8.60645,41.15086,True
21844137,https://www.airbnb.com/rooms/21844137,HABITACIÓN DOBLE EN EL CENTRO MUY BIEN COMUNICADA,House,Private room,3,1125,strict_14_with_grace_period,2,1,1,0,35,0,0,1,1,95.0,"Wifi, Air conditioning, Kitchen, Smoking allowed, Elevator, Heating, Family/kid friendly, Washer, Essentials, Shampoo, Hangers, Hair dryer, Iron, Laptop friendly workspace",88326520,Shattia,Spain,2.17232,41.41188,False
21853819,https://www.airbnb.com/rooms/21853819,"Spacious new flat by HEC, UdeM & JGH. WiFi & Park.",Apartment,Entire home/apt,3,1125,flexible,5,2,3,10,68,0,0,1,17,95.0,"TV, Wifi, Kitchen, Free parking on premises, Heating, Family/kid friendly, Washer, Dryer, Smoke detector, Carbon monoxide detector, Fire extinguisher, Essentials, Shampoo, Lock on bedroom door, Hangers, Hair dryer, Iron, Laptop friendly workspace, Self check-in, Lockbox, Hot water, Luggage dropoff allowed, Long term stays allowed",159401719,Jesus,Canada,-73.6295,45.49771,True
21844107,https://www.airbnb.com/rooms/21844107,Vocation House outside the city,House,Private room,5,1125,strict_14_with_grace_period,2,4,1,177,1201,1000,200,2,0,95.0,"TV, Cable TV, Wifi, Air conditioning, Kitchen, Free parking on premises, Pets allowed, Free street parking, Family/kid friendly, Washer, Essentials, Shampoo, Lock on bedroom door, Hangers, Hair dryer, Laptop friendly workspace, Private entrance, Hot water, Bed linens, Extra pillows and blankets, Coffee maker, Refrigerator, Cooking basics, Oven, Stove, BBQ grill, Patio or balcony, Garden or backyard, Luggage dropoff allowed, Long term stays allowed, Cleaning before checkout, Host greets you",27820990,Moment Hostel,Hong Kong,114.28646,22.30479,False
218191,https://www.airbnb.com/rooms/218191,Books & Company . To relax and be happy .,Apartment,Private room,2,6,moderate,2,1,1,301,22,400,5,1,164,92.0,"Internet, Wifi, Smoking allowed, Pets live on this property, Dog(s), Elevator, Free street parking, Buzzer/wireless intercom, First aid kit, Essentials, Lock on bedroom door, 24-hour check-in, Iron, translation missing: en.hosting_amenity_49, translation missing: en.hosting_amenity_50, Hot water, Pocket wifi, Cleaning before checkout, Other",1128359,Eulalia,Portugal,-8.59679,41.15752,True
21796094,https://www.airbnb.com/rooms/21796094,Trendy & Vogue 2BR near Palais de Congres!,Serviced apartment,Entire home/apt,30,1125,moderate,4,2,2,364,140,0,0,1,0,95.0,"TV, Internet, Wifi, Air conditioning, Kitchen, Elevator, Hot tub, Heating, Washer, Dryer, Smoke detector, Carbon monoxide detector, Essentials, Shampoo, Hangers, Hair dryer, Iron, Laptop friendly workspace, Self check-in, Lockbox, Hot water, Luggage dropoff allowed, Long term stays allowed, Paid parking on premises",38459934,Alejandro,Canada,-73.56243,45.50377,True
2187155,https://www.airbnb.com/rooms/2187155,Feel at home,Apartment,Private room,1,1125,flexible,6,1,6,365,2611,0,0,1,0,95.0,"Cable TV, Internet, Wifi, Air conditioning, Kitchen, Doorman, Breakfast, Elevator, Family/kid friendly, Washer, Dryer",9031910,Rafaella,Brazil,-43.22026380561493,-22.923226245406838,True
21816095,https://www.airbnb.com/rooms/21816095,Taksim& 25% discount per week& Cosy Room,Apartment,Private room,1,1125,flexible,2,1,1,90,121,0,0,1,1,60.0,"Wifi, Kitchen, Heating, Washer, Essentials, Shampoo, Lock on bedroom door, Hangers, Laptop friendly workspace",150560975,Ahmet,Turkey,28.98064,41.03381,False
21832585,https://www.airbnb.com/rooms/21832585,"標準1-3人房,2张床,有窗,独立卫浴 地鐵站上蓋,交通四通八達",Apartment,Private room,1,1125,strict_14_with_grace_period,3,1,2,353,369,0,0,1,53,92.0,"TV, Wifi, Air conditioning, Elevator, Fire extinguisher, Essentials, Shampoo, Hangers",158982423,Kannis,Hong Kong,114.17082,22.31445,False
21871576,https://www.airbnb.com/rooms/21871576,Prime location: abundant stores & transportation!,Townhouse,Entire home/apt,2,21,moderate,5,3,3,150,160,400,65,5,36,99.0,"TV, Wifi, Kitchen, Free parking on premises, Free street parking, Heating, Smoke detector, Carbon monoxide detector, Essentials, Shampoo, Lock on bedroom door, Hangers, Hair dryer, Iron, Self check-in, Keypad, Private entrance, Hot water, Bed linens, Extra pillows and blankets, Microwave, Coffee maker, Refrigerator, Dishwasher, Dishes and silverware, Cooking basics, Oven, Stove",131993395,Shirley,United States,-73.94071,40.62857,True
21768317,https://www.airbnb.com/rooms/21768317,@@@ Luxury queen room with private bathroom @Jess',House,Private room,2,1125,flexible,2,1,1,181,60,200,20,1,2,100.0,"TV, Wifi, Air conditioning, Kitchen, Smoking allowed, Free street parking, Buzzer/wireless intercom, Heating, Washer, Dryer, Smoke detector, First aid kit, Safety card, Essentials, Shampoo, Hangers, Hair dryer, Iron, Laptop friendly workspace, Self check-in, Lockbox, Hot water, Bed linens, Extra pillows and blankets, Microwave, Coffee maker, Refrigerator, Dishwasher, Dishes and silverware, Cooking basics, Oven, Stove, BBQ grill, Patio or balcony, Garden or backyard, Luggage dropoff allowed",125325788,Jess,Australia,151.0716,-33.78411,False
21819120,https://www.airbnb.com/rooms/21819120,The Green Room Mong Kok,Apartment,Private room,1,1125,strict_14_with_grace_period,2,0,1,167,589,0,250,1,41,91.0,"Wifi, Air conditioning, Essentials, Shampoo, Hangers, Hair dryer, Laptop friendly workspace",47709699,Laiza Stephanie T.,Hong Kong,114.16976,22.32301,True
21842369,https://www.airbnb.com/rooms/21842369,高级城景房,Boutique hotel,Private room,2,1125,flexible,1,0,2,0,903,0,0,1,0,95.0,"TV, Cable TV, Wifi, Air conditioning, Pool, Gym, Elevator, Hot tub, Suitable for events, Smoke detector, Fire extinguisher, Essentials, Shampoo, Hangers, Hair dryer, Iron, Laptop friendly workspace",159278980,Linxia,Hong Kong,114.20811,22.29039,False
21822223,https://www.airbnb.com/rooms/21822223,Nef04 de bir oda,Serviced apartment,Private room,2,1125,flexible,1,1,1,179,105,0,0,1,0,95.0,"TV, Wifi, Kitchen, Free parking on premises, Free street parking, Heating, Washer, Dryer, Smoke detector, Carbon monoxide detector, First aid kit, Fire extinguisher, Essentials, Shampoo, Lock on bedroom door, Hangers, Hair dryer, Iron, Self check-in, Smart lock, Hot water",159068371,Hasan Ugur,Turkey,28.9937,41.17387,False
21883829,https://www.airbnb.com/rooms/21883829,Terraço,Apartment,Entire home/apt,4,50,strict_14_with_grace_period,6,4,4,365,40,100,50,2,0,95.0,"TV, Wifi, Air conditioning, Kitchen, Free parking on premises, Heating, Family/kid friendly, Suitable for events, Washer, Essentials, Hangers, Host greets you",159338053,Diana,Portugal,-8.45777,40.98082,True
21895438,https://www.airbnb.com/rooms/21895438,Loft Gio Rodrigues Studio by Porto City Hosts,Apartment,Entire home/apt,2,1125,moderate,2,1,1,326,30,100,20,1,1,100.0,"TV, Cable TV, Wifi, Air conditioning, Kitchen, Paid parking off premises, Heating, Smoke detector, First aid kit, Fire extinguisher, Essentials, Shampoo, Lock on bedroom door, Hangers, Hair dryer, Iron, Laptop friendly workspace, High chair, Crib, Hot water, Bed linens, Extra pillows and blankets, Microwave, Coffee maker, Refrigerator, Dishes and silverware, Cooking basics, Stove, Luggage dropoff allowed, Long term stays allowed, Other",101838501,Porto City Hosts,Portugal,-8.60868,41.14656,True
2187573,https://www.airbnb.com/rooms/2187573,Lovely studio Copacabana next to beach and subway,Apartment,Entire home/apt,2,365,strict_14_with_grace_period,4,0,2,248,179,400,130,4,113,96.0,"TV, Cable TV, Internet, Wifi, Air conditioning, Wheelchair accessible, Kitchen, Paid parking off premises, Doorman, Elevator, Buzzer/wireless intercom, Family/kid friendly, Safety card, Fire extinguisher, Essentials, 24-hour check-in, Hangers, Iron, Laptop friendly workspace, Self check-in, Keypad, Room-darkening shades, Hot water, Bed linens, Extra pillows and blankets, Microwave, Coffee maker, Refrigerator, Dishes and silverware, Cooking basics, Oven, Stove, Luggage dropoff allowed, Long term stays allowed, Wide hallway clearance, Wide doorway, Flat path to front door, Well-lit path to entrance, Step-free access, Wide doorway, Wide clearance to bed, Accessible-height bed, Step-free access, Accessible-height toilet, Step-free access, Wide entryway, Waterfront, Beachfront",3881252,Rafael,Brazil,-43.17568838612593,-22.96029524923354,True
21893035,https://www.airbnb.com/rooms/21893035,Tranquillità,Apartment,Entire home/apt,2,1125,flexible,2,0,1,0,597,0,0,1,2,70.0,"Air conditioning, Kitchen, Elevator, Essentials",126997390,Marcel,Hong Kong,114.18395,22.27666,False
21884466,https://www.airbnb.com/rooms/21884466,North Bondi Queen Bedroom Minutes From Bondi Beach,House,Private room,3,15,moderate,2,1,1,0,100,0,20,1,2,100.0,"TV, Wifi, Kitchen, Smoking allowed, Washer, Dryer, Essentials, Shampoo, Hangers, Hair dryer",10324058,Brittany,Australia,151.26978,-33.88233,True
21897602,https://www.airbnb.com/rooms/21897602,Plateau Apartment - Ideal for Students,Apartment,Private room,30,1125,flexible,1,1,1,0,21,0,0,1,0,95.0,"Wifi, Kitchen, Heating, Washer, Dryer, Essentials, Hangers, Private living room",125251248,Yesica,Canada,-73.57893,45.51696,True
21920190,https://www.airbnb.com/rooms/21920190,5star apt walk to Chatswood close to Sydney City,Apartment,Entire home/apt,3,180,moderate,2,2,2,362,161,500,110,3,1,95.0,"TV, Cable TV, Wifi, Air conditioning, Kitchen, Free parking on premises, Elevator, Free street parking, Family/kid friendly, Washer, Smoke detector, Carbon monoxide detector, Fire extinguisher, Essentials, Shampoo, Hangers, Hair dryer, Iron, Laptop friendly workspace, Private living room, Room-darkening shades, Hot water, Bed linens, Ethernet connection, Microwave, Refrigerator, Dishwasher, Dishes and silverware, Stove, Patio or balcony, Garden or backyard, Luggage dropoff allowed, Long term stays allowed, Step-free access, Wide doorway, Flat path to front door, Well-lit path to entrance, Disabled parking spot, Step-free access, Wide doorway, Wide clearance to bed, Step-free access, Step-free access, Wide entryway",159934321,Amy,Australia,151.18159,-33.78727,True
2187610,https://www.airbnb.com/rooms/2187610,Em pleno coração da cidade do Porto,Apartment,Entire home/apt,1,1125,strict_14_with_grace_period,2,1,1,331,67,100,0,2,22,91.0,"TV, Cable TV, Internet, Wifi, Air conditioning, Kitchen, Elevator, Family/kid friendly, Essentials, Shampoo, Self check-in, Lockbox, Hot water",4216902,Low Cost,Portugal,-8.61632,41.14118,True
2190616,https://www.airbnb.com/rooms/2190616,Atic with great views,Apartment,Entire home/apt,4,29,strict_14_with_grace_period,4,1,2,69,120,100,0,2,257,97.0,"Internet, Wifi, Kitchen, Elevator, Indoor fireplace, Buzzer/wireless intercom, Heating, Family/kid friendly, Washer, Fire extinguisher, Essentials, Shampoo, Hangers, Hair dryer, Iron, Laptop friendly workspace, High chair, Crib, Room-darkening shades, Hot water, Microwave, Coffee maker, Refrigerator, Dishes and silverware, Cooking basics, Stove",11169435,Ignacio & Sonia.,Spain,2.16033,41.37128,True
21884991,https://www.airbnb.com/rooms/21884991,Well Located Private Stylish Double Room,Apartment,Private room,180,1125,moderate,3,1,2,0,70,300,20,1,3,90.0,"TV, Wifi, Kitchen, Free parking on premises, Elevator, Washer, Dryer, Smoke detector, First aid kit, Essentials, Shampoo, Hangers, Hair dryer, Iron, Laptop friendly workspace, Private living room, Hot water, Bed linens, Microwave, Refrigerator, Dishes and silverware, Stove, Patio or balcony, Luggage dropoff allowed, Long term stays allowed, Wide hallway clearance, Wide doorway, Step-free access, Wide doorway, Wide clearance to bed, Step-free access",17575387,Ivy,Australia,151.0915,-33.86595,True
21947380,https://www.airbnb.com/rooms/21947380,Location appartement entier ou chambre,Apartment,Entire home/apt,1,1125,flexible,5,2,3,0,42,0,10,1,8,94.0,"Wifi, Kitchen, Heating, Family/kid friendly, Washer, Dryer, Smoke detector, Essentials, Shampoo, Private entrance, Microwave, Refrigerator, Dishes and silverware, Cooking basics, Oven, Stove, Patio or balcony, Luggage dropoff allowed, Host greets you",22930773,Charlotte,Canada,-73.56405,45.53504,True
22020910,https://www.airbnb.com/rooms/22020910,Bondi Beach Large Studio with Ocean Views,Apartment,Entire home/apt,3,1124,strict_14_with_grace_period,3,0,1,244,189,500,140,1,43,99.0,"TV, Wifi, Kitchen, Paid parking off premises, Pets allowed, Elevator, Heating, Washer, Dryer, Smoke detector, Carbon monoxide detector, First aid kit, Fire extinguisher, Essentials, Shampoo, Hangers, Hair dryer, Iron, Laptop friendly workspace, Self check-in, Lockbox, High chair, Pack ’n Play/travel crib, Hot water, Bed linens, Extra pillows and blankets, Microwave, Coffee maker, Refrigerator, Dishes and silverware, Cooking basics, Oven, Stove, Single level home, Long term stays allowed, Beachfront, Paid parking on premises",102296147,Anita,Australia,151.27321,-33.89372,True
22148252,https://www.airbnb.com/rooms/22148252,Delightful Downtown with View★Parking★Jacuzzi★Pool,Apartment,Entire home/apt,1,1125,strict_14_with_grace_period,6,1,3,211,179,0,125,2,81,98.0,"TV, Cable TV, Internet, Wifi, Air conditioning, Wheelchair accessible, Pool, Kitchen, Free parking on premises, Doorman, Elevator, Hot tub, Family/kid friendly, Washer, Dryer, Smoke detector, Carbon monoxide detector, First aid kit, Fire extinguisher, Essentials, Shampoo, Hangers, Hair dryer, Iron, Laptop friendly workspace, Self check-in, Keypad, Private entrance, Bathtub, Window guards, Room-darkening shades, Hot water, Bed linens, Extra pillows and blankets, Microwave, Coffee maker, Refrigerator, Dishwasher, Dishes and silverware, Cooking basics, Oven, Stove, Luggage dropoff allowed, Step-free access, Well-lit path to entrance, Step-free access, Wide clearance to bed, Accessible-height bed, Step-free access, Accessible-height toilet, Wide clearance to shower, toilet, Step-free access, Wide entryway, Paid parking on premises",1772562,Angela,United States,-157.86021,21.308230000000002,True
21977972,https://www.airbnb.com/rooms/21977972,Smart 1BR in The Village by Sonder,Apartment,Entire home/apt,2,1125,strict_14_with_grace_period,4,1,2,70,74,400,91,2,16,83.0,"TV, Wifi, Air conditioning, Kitchen, Free street parking, Heating, Washer, Dryer, Smoke detector, Carbon monoxide detector, Fire extinguisher, Essentials, Shampoo, Hangers, Hair dryer, Iron, Laptop friendly workspace, Self check-in, Keypad, Private living room, Hot water, Bed linens, Microwave, Coffee maker, Refrigerator, Dishwasher, Dishes and silverware, Cooking basics, Oven, Stove, Patio or balcony, Long term stays allowed",12243051,Sonder,Canada,-73.55597,45.51887,True
21956266,https://www.airbnb.com/rooms/21956266,Private Room in great spacious Mid Level's Apt,Apartment,Private room,7,1125,flexible,1,1,1,20,322,0,0,1,3,100.0,"TV, Wifi, Air conditioning, Kitchen, Smoking allowed, Elevator, Washer, Dryer, Essentials, Shampoo, Lock on bedroom door, Hair dryer, Iron, Laptop friendly workspace, Private living room",65741025,Cathal,Hong Kong,114.15208,22.27943,True
22058660,https://www.airbnb.com/rooms/22058660,Apartamento Design VIP Praia da Barra - 3 quartos,Condominium,Entire home/apt,1,1125,moderate,8,3,4,365,690,0,250,1,4,100.0,"TV, Cable TV, Wifi, Air conditioning, Wheelchair accessible, Pool, Kitchen, Free parking on premises, Pets allowed, Doorman, Gym, Elevator, Free street parking, Hot tub, Buzzer/wireless intercom, Washer, Smoke detector, Safety card, Fire extinguisher, Essentials, Shampoo, Lock on bedroom door, Hangers, Hair dryer, Iron, Laptop friendly workspace, Self check-in, Building staff, Private entrance, Pack ’n Play/travel crib, Room-darkening shades, Hot water, Microwave, Coffee maker, Refrigerator, Dishes and silverware, Cooking basics, Oven, Stove, Single level home, Patio or balcony, Luggage dropoff allowed, Long term stays allowed, Step-free access, Wide doorway, Flat path to front door, Well-lit path to entrance, Disabled parking spot, Waterfront, Beachfront",15900036,Assunção De Fatima,Brazil,-43.3294077147465,-23.011459700518376,True
22172210,https://www.airbnb.com/rooms/22172210,APARTAMENTO INTEIRO PARA O RÉVEILLON!,Apartment,Entire home/apt,5,7,flexible,8,2,2,0,351,0,0,1,0,95.0,"TV, Cable TV, Wifi, Air conditioning, Wheelchair accessible, Kitchen, Smoking allowed, Doorman, Elevator, Buzzer/wireless intercom, Washer, Essentials, Iron, Laptop friendly workspace",114201190,Thiago,Brazil,-43.192394114527616,-22.97494827925532,False
22200645,https://www.airbnb.com/rooms/22200645,Fully furnished apartment - Man Mo Temple,Apartment,Entire home/apt,2,1125,flexible,4,1,2,1,801,0,0,1,12,98.0,"TV, Cable TV, Wifi, Air conditioning, Kitchen, Heating, Family/kid friendly, Essentials, Lock on bedroom door, Hangers, Iron, Laptop friendly workspace, Bed linens, Extra pillows and blankets, Ethernet connection, Pocket wifi",8091954,Antonio,Hong Kong,114.14993,22.28422,False
22266125,https://www.airbnb.com/rooms/22266125,Omar do Rio - A1206,Apartment,Entire home/apt,2,90,strict_14_with_grace_period,3,0,2,223,201,0,60,3,12,92.0,"TV, Internet, Wifi, Air conditioning, Wheelchair accessible, Kitchen, Paid parking off premises, Elevator, Free street parking, Family/kid friendly, Smoke detector, Carbon monoxide detector, First aid kit, Safety card, Fire extinguisher, Essentials, Lock on bedroom door, Hangers, Laptop friendly workspace, Self check-in, Building staff, Private entrance, Hot water, Bed linens, Extra pillows and blankets, Ethernet connection, Coffee maker, Dishes and silverware, Cooking basics, Stove, Luggage dropoff allowed, Long term stays allowed, Cleaning before checkout, Beachfront",162706782,Priscilla,Brazil,-43.187293168485795,-22.974836112866804,False
22308267,https://www.airbnb.com/rooms/22308267,Waterside appartments in Rhodes,Apartment,Private room,7,1125,flexible,2,1,1,174,142,0,0,1,0,95.0,"Wifi, Pool, Kitchen, Washer, Dryer, Essentials, Hangers",155358719,Anna,Australia,151.08448,-33.8273,True
22308786,https://www.airbnb.com/rooms/22308786,Take a Coastal Walk from a Stylish Flat,Apartment,Entire home/apt,2,1125,strict_14_with_grace_period,6,2,3,149,419,500,300,1,24,95.0,"TV, Wifi, Air conditioning, Kitchen, Free parking on premises, Free street parking, Heating, Family/kid friendly, Washer, Dryer, Smoke detector, Carbon monoxide detector, First aid kit, Safety card, Fire extinguisher, Essentials, Shampoo, Lock on bedroom door, Hangers, Hair dryer, Iron, Laptop friendly workspace, Self check-in, Keypad, Hot water, Body soap, Bath towel, Toilet paper, Bed linens, Extra pillows and blankets, Ethernet connection, Pocket wifi, Microwave, Coffee maker, Refrigerator, Dishwasher, Dishes and silverware, Cooking basics, Oven, Stove, Long term stays allowed, Kitchenette, Rain shower, Balcony, En suite bathroom, Full kitchen, Bedroom comforts, Bathroom essentials",7409213,L'Abode Accommodation Specialist,Australia,151.25625,-33.916760000000004,True
223200,https://www.airbnb.com/rooms/223200,Apart-Hotel Triplex Praia Flamengo,Condominium,Entire home/apt,2,60,moderate,6,2,2,152,228,0,75,2,111,94.0,"TV, Internet, Wifi, Air conditioning, Pool, Kitchen, Doorman, Gym, Elevator, Free street parking, Family/kid friendly, Washer, Dryer, Essentials, 24-hour check-in, Hangers, Laptop friendly workspace, translation missing: en.hosting_amenity_50, Self check-in, Building staff, Hot water, Long term stays allowed",1159474,Elias,Brazil,-43.174591931700924,-22.937286676508734,True
22711366,https://www.airbnb.com/rooms/22711366,Delightful Canterbury Home,House,Private room,1,7,flexible,2,1,1,0,51,0,0,1,6,100.0,"Wifi, Pool, Kitchen, Free parking on premises, Smoking allowed, Free street parking, Washer, Smoke detector, First aid kit, Fire extinguisher, Essentials, Lock on bedroom door, Hangers, Hair dryer, Self check-in, Keypad, Hot water, Bed linens, Extra pillows and blankets, Microwave, Refrigerator, Dishwasher, Dishes and silverware, Cooking basics, Stove, BBQ grill, Patio or balcony, Garden or backyard",167307828,Austin,Australia,151.11461,-33.91675,True
2279098,https://www.airbnb.com/rooms/2279098,Tortoise and bird refuge at beach!#2,Boutique hotel,Private room,1,1125,strict_14_with_grace_period,3,1,1,319,86,500,50,1,176,92.0,"TV, Cable TV, Wifi, Kitchen, Free parking on premises, Smoking allowed, Pets live on this property, Dog(s), Cat(s), Other pet(s), Free street parking, Family/kid friendly, Suitable for events, Washer, Dryer, Smoke detector, Carbon monoxide detector, First aid kit, Fire extinguisher, Essentials, Shampoo, Hangers, Hair dryer, Laptop friendly workspace, Private entrance, Pack ’n Play/travel crib, Hot water, Bed linens, Extra pillows and blankets, Microwave, Coffee maker, Refrigerator, Dishes and silverware, Cooking basics, Oven, BBQ grill, Patio or balcony, Beach essentials, Luggage dropoff allowed, Long term stays allowed, Wide doorway, Flat path to front door, Well-lit path to entrance, Step-free access, Host greets you",11638751,Kaimana,United States,-156.68665,20.88171,False
21939239,https://www.airbnb.com/rooms/21939239,"Unit 5, 65A Fitzroy St, Surry Hills",Apartment,Entire home/apt,2,31,moderate,2,0,1,32,119,350,60,1,73,99.0,"TV, Wifi, Air conditioning, Kitchen, Buzzer/wireless intercom, Heating, Washer, Dryer, Smoke detector, Fire extinguisher, Essentials, Shampoo, Hangers, Hair dryer, Iron, Laptop friendly workspace, Self check-in, Lockbox, Private entrance, Hot water, Bed linens, Extra pillows and blankets, Ethernet connection, Microwave, Refrigerator, Dishwasher, Dishes and silverware, Cooking basics, Oven, Stove, Garden or backyard, Luggage dropoff allowed, Long term stays allowed, Wide hallway clearance, Well-lit path to entrance, Step-free access, Step-free access, Handheld shower head",115444556,Don,Australia,151.21718,-33.88653,True
22015226,https://www.airbnb.com/rooms/22015226,Superhero Loft - The Johnny Depp Master Suite,Loft,Private room,2,1125,flexible,6,1,3,0,199,0,0,1,0,95.0,"Wifi, Kitchen, Pets allowed, Heating, Family/kid friendly, Suitable for events, Washer, Dryer, Smoke detector, First aid kit, Safety card, Fire extinguisher, Essentials, Shampoo, Lock on bedroom door, Laptop friendly workspace",132653259,Aspaces,Canada,-73.55211,45.50787,True
